resourceType	The type of the resource that a tool or service takes as input or produces as output
resourceType	The type of the resource that a tool or service takes as input or produces as output
resourceType	The type of the resource that a tool or service takes as input or produces as output
restrictionsOfUse	Specifies the restrictions imposed by the licence
resumptionTokenType	A resumptionToken may have 3 optional attributes and can be used in ListSets, ListIdentifiers, ListRecords responses.
revision	Provides an account of the revisions in free text or a link to a document with revisions
revision	Provides an account of the revisions in free text or a link to a document with revisions
robustness	Free text statement on the robustness of the grammar (how well the grammar can cope with misspelt/unknown etc. input, i.e. whether it can produce even partial interpretations of the input)
runningEnvironmentDetails	Provides further information on the running environment
runningEnvironmentInfo	Groups together information on the running environment of a tool or a language description
runningEnvironmentInfoType	Groups together information on the running environment of a tool or a language description
runningTime	Gives information on the running time of a tool or service
samplesLocation	A url with samples of the resource or, in the case of tools, of samples of the output
samplingRate	Specifies the format of files contained in the resource in Hertz
scenarioType	Indicates the task defined for the conversation or the interaction of participants
sceneIllumination	Information on the illumination of the scene
segmentationLevel	Specifies the segmentation unit in terms of which the resource has been segmented or the level of segmentation a tool/service requires/outputs
sensorTechnology	Specifies either the type of image sensor or the sensing method used in the camera or the image-capture device
series	The name of a series or set of books. When citing an entire book, the title field gives its title and an optional series field gives the name of a series or multi-volume set in which the book is published
settingInfo	Groups together information on the setting of the audio and/or video part of a resource
settingInfoType	Groups together information on the setting of the audio and/or video part of a resource
sexOfPersons	The gender of the group of participants
sex	The gender of a person related to or participating in the resource
sex	The gender of a person related to or participating in the resource
shallowness	Free text statement on the shallowness of the grammar (how deep the syntactic analysis performed by the grammar can be)
signalEncoding	Specifies the  encoding the audio type uses
signConvention	Binary representation of numbers
sizeHeight	The frame height in pixels
sizeInfo	Groups information on the size of the resource or of resource parts
sizeInfoType	Groups information on the size of the resource or of resource parts
sizePerAnnotation	Provides information on size for the annotated parts of the resource
sizePerAudioClassification	The size of the audio subparts of the resource in terms of classification criteria
sizePerAudioFormat	Used to give info on size of parts of a resource that differ as to the format
sizePerCharacterEncoding	Provides information on the size of the resource parts with different character encoding
sizePerDomain	Specifies the size of resource parts per domain
sizePerGeographicCoverage	Provides information on size per geographically distinct section of the resource
sizePerImageClassification	Provides information on size of parts with different image classification
sizePerImageFormat	Used to give info on size of parts of a resource that differ as to the format
sizePerLanguage	Provides information on the size per language component
sizePerLanguageVariety	Provides information on the size per language variety component
sizePerModality	Provides information on the size per modality component
sizePerTextClassification	Provides information on size of resource parts with different text classification
sizePerTextFormat	Provides information on the size of the resource parts with different format
sizePerTextNumericalFormat	Gives information on the size of textNumerical resource parts with different format
sizePerTimeCoverage	Provides information on size per time period represented in the resource
sizePerValidation	Specifies the size of the validated part of a resource
sizePerVideoClassification	Used to give info on size of parts with different video classification
sizePerVideoFormat	Used to give info on size of parts of a resource that differ as to the format
size	Specifies the size of the resource with regard to the SizeUnit measurement in form of a number
size	Specifies the size of the resource with regard to the SizeUnit measurement in form of a number
size	Specifies the size of the resource with regard to the SizeUnit measurement in form of a number
sizeUnit	Specifies the unit that is used when providing information on the size of the resource or of resource parts
sizeWidth	The frame width in pixels
smokingHabits	Provides information on whether the participants smokes and on his/her smoking habits in general
smoothing	The technique used for giving unseen items some probability
sourceChannelDetails	The details of the channel equipment used (brand, type etc.)
sourceChannel	Information on the source channel
sourceChannelName	The name of the specific source recorded
sourceChannelType	Type of the source channel
source	Refers to the catalogue or repository from which the metadata has been originated
speakingImpairmentOfPersons	Whether the group of participants contains persons withwith speakingimpairments
speakingImpairment	Provides information on any speaking impairment the participant may have
speechGenre	The conventionalized discourse of the content of the resource, based on extra-linguistic and internal linguistic criteria; the values here are intended only for speech
speechInfluences	Specifies the factors influencing speech
speechItems	Specifies the distinct elements that are pronounced and annotated as such
staticElementInfo	Groups information on the static element visible on the images
subject_topic	For corpora that have already been using subject classification
subject_topic	For corpora that have already been using subject classification
subject_topic	For corpora that have already been using subject classification
subject_topic	For corpora that have already been using subject classification
surname	The surname (family name) of a person related to the resource
sycnhronizedWithImage	Whether text or textNumerical media type is synchronized with image within the same resource
synchronizedWithAudio	Whether text, video or textNumerical media type is synchronized with audio within the same resource
synchronizedWithTextNumerical	Whether video or audio media type is synchronized with the textNumerical (representation of sensorimotor measurements) within the same resource 
synchronizedWithText	Whether video, text and textNumerical media type is synchronized with text within the same resource
synchronizedWithVideo	Whether text or textNumerical media type is synchronized with video within the same resource
tagset	A name or a url reference to the tagset used in the annotation of the resource or used by the tool/service
tagsetLanguageId	The identifier of the tagset language; an autocompletion mechanism with values from the ISO 639 is provided in the editor, but the values can be subsequently edited for further specification (according to the IETF BCP47 guidelines)
tagsetLanguageName	The name of the tagset language; an autocompletion mechanism with values from the ISO 639 is provided in the editor, but the values can be subsequently edited for further specification (according to the IETF BCP47 guidelines)
targetResourceInfoType	Groups information on the resource related to the one being described; can be an identifier, a resource name or a URL
targetResourceNameURI	The full name or a url to a resource related to the one being described; to be used for identifiers also for this version
task	An indication of the task performed by the grammar
telephoneNumber	The telephone number of a person or an organization; recommended format: +_international code_city code_number
textClassificationInfo	Groups together information on text type/genre of the resource
textClassificationInfoType	Groups together information on text type/genre of the resource
textFormatInfo	Groups information on the text format(s) of a resource
textFormatInfoType	Groups information on the text format(s) of a resource
textGenre	Genre: The conventionalized discourse or text types of the content of the resource, based on extra-linguistic and internal linguistic criteria
textIncludedInImage	Provides information on the type of text that may be on the image
textIncludedInVideo	Indicates if text is present in or in conjunction with the video
textNumericalContentInfo	Groups information on the content of the textNumerical part of the resource
textNumericalContentInfoType	Groups information on the content of the textNumerical part of the resource
textNumericalFormatInfo	Groups information on the format(s) of the textNumerical part of the resource
textNumericalFormatInfo	Groups information on the format(s) of the textNumerical part of the resource
textNumericalFormatInfoType	Groups information on the format(s) of the textNumerical part of the resource
textType	Specifies the type of the text according to a text type classification
textualDescription	The legend of the soundtrack
theoreticModel	Name of the theoretic model applied for the creation/enrichment of the resource, and/or reference (URL or bibliographic reference) to informative material about the theoretic model used
theoreticModel	Name of the theoretic model applied for the creation/enrichment of the resource, and/or reference (URL or bibliographic reference) to informative material about the theoretic model used
theoreticModel	Name of the theoretic model applied for the creation or enrichment of the resource, and/or a reference (URL or bibliographic reference) to informative material about the theoretic model used
	The type of objects or people that represented in the video or image part of the resource
	The type of objects or people that represented in the video or image part of the resource 
thingDescription	Provides description of the things represented in the image corpus
timeCoverageInfo	Groups together information on time classification of the resource
timeCoverageInfoType	Groups together information on time classification of the resource
timeCoverage	The time period that the content of a resource is about
title	The title of the document reporting on the resource
toolDocumentationType	Specifies the type of documentation for tool or service
toolServiceCreationInfo	Groups together information on the creation of a tool or service
toolServiceCreationInfoType	Groups together information on the creation of a tool or service
toolServiceEvaluationInfo	Groups together information on the evaluation status of a tool or service
toolServiceEvaluationInfoType	Groups together information on the evaluation status of a tool or service
toolServiceInfo	Groups together elements required for the description of tools and services
toolServiceInfoType	The type of the resource that a tool or service takes as input or produces as output
toolServiceOperationInfo	Groups together information on the operation of a tool or service
toolServiceOperationInfoType	Groups together information on the operation of a tool or service
toolServiceSubtype	Specifies the subtype of tool or service
toolServiceType	Specifies the type of the tool or service
trainedSpeaker	Provides information on whether the participant is trained in a specific task
typeOfElement	The type of objects or people that represented in the video or image part of the resource
typeOfElement	The type of objects or people that represented in the video or image part of the resource 
typeOfImageContent	The main types of object or people represented in the image corpus
typeOfTextNumericalContent	Specifies the content that is represented in the textNumerical part of the resource
typeOfVideoContent	Main type of object or people represented in the video
updateFrequency	Specifies the frequency with which the resource is updated
url	A URL used as homepage of an entity (e.g. of a person, organization, resource etc.) and/or where an entity (e.g.LR, document etc.) is located
url	A URL used as homepage of an entity (e.g. of a person, organization, resource etc.) and/or where an entity (e.g.LR, document etc.) is located
url	A URL used as homepage of an entity (e.g. of a person, organization, resource etc.) and/or where an entity (e.g.LR, document etc.) is located
url	A URL used as homepage of an entity (e.g. of a person, organization, resource etc.) and/or where an entity (e.g.LR, document etc.) is located
usageInfo	Groups information on usage of the resource (both intended and actual use)
usageInfoType	Groups information on usage of the resource (both intended and actual use)
usageProject	Groups information on the project in which the resource has been used
usageReport	Reports on the research papers documenting the usage of a resource, either in a structured form or in free text
useNLPSpecific	Specifies the NLP application for which the resource iscreated or the application in which it has actually been used.
userNature	The conditions imposed by the nature of the user (for instance, a research use may have different implications depending on this)
validated	Specifies the validation status of the resource
validationExtentDetails	Provides information on size or other details of partially validated data; to be used if only part of the resource has been validated and as an alternative to SizeInfo if the validated part cannot be counted otherwise
validationExtent	The resource coverage in terms of validated data
validationInfo	Groups information on validation of a resource; it can be repeated to allow for different validations (e.g. formal validation of the whole resource; content validation of one part of the resource etc.). 
validationInfoType	Groups information on validation of a resource; it can be repeated to allow for different validations (e.g. formal validation of the whole resource; content validation of one part of the resource etc.). 
validationModeDetails	Textual field for additional information on validation
validationMode	Specifies the validation methodology applied
validationReport	A short account of the validation details or a bibliographic reference to a document with detailed information on the validation process and results
validationTool	The name, the identifier or the url of the tool used for the validation of the resource
validationType	Specifies the type of the validation that have been performed 
validator	Groups information on the person(s) or the organization(s) that validated the resource
version	Any string, usually a number, that identifies the version of a resource 
versionInfo	Groups information on a specific version or release of the resource
versionInfoType	Groups information on a specific version or release of the resource
videoClassificationInfo	Groups together information on video genre of the resource
videoClassificationInfoType	Groups together information on video genre of the resource
videoContentInfo	Groups together information on the contents of the video part of a resource
videoContentInfoType	Groups together information on the contents of the video part of a resource
videoFormatInfo	Groups information on the format(s) of a resource; repeated if parts of the resource are in different formats
videoFormatInfoType	Groups information on the format(s) of a resource; repeated if parts of the resource are in different formats
videoGenre	A first indication of type of video recorded
visualModelling	The dimensional form applied on video or image corpus
visualModelling	The dimensional form applied on video or image corpus
vocalTractConditions	Provides information on the vocal tract conditions that may influence the speech of the participant
volume	Specifies the volume of a journal or multivolume book
weightedGrammar	Indicates whether the grammar contains numerical weights (incl. probabilities)
weight	Provides information on the weight of the participant
year	The year of publication or, for an unpublished work, the year it was written
zipCode	The zip code of the postal address of a person or organization 
